#Organism group,Strain,Isolate identifiers,Serovar,Isolate,Create date,Location,Isolation source,Isolation type,SNP cluster,Min-same,Min-diff,BioSample,Assembly,AMR genotypes,Computed types
"Candida auris","00037a8c","""00037a8c"",""00037a8c-b33f-476a-acb6-7353e67aa979"",""MMMOSAM:00037a8c-b33f-476a-acb6-7353e67aa979"",""SRS3895599""",,"PDT000585422.1","2019-09-13T13:32:56Z","United Kingdom: Oxford","clinical sample","clinical","PDS000050610.18",2,,"SAMN10222308",,,
"Candida auris","8ef2aebd","""8ef2aebd"",""8ef2aebd-b61f-4ef8-91d2-444c96b4e374"",""MMMOSAM:8ef2aebd-b61f-4ef8-91d2-444c96b4e374"",""SRS3895596""",,"PDT000585423.1","2019-09-13T13:33:00Z","United Kingdom: Oxford","clinical sample","clinical","PDS000050610.18",3,,"SAMN10222264",,,
"Candida auris","6de79e62","""6de79e62"",""6de79e62-5b06-4a01-8d1f-01fb12de8492"",""MMMOSAM:6de79e62-5b06-4a01-8d1f-01fb12de8492"",""SRS3895598""",,"PDT000585424.1","2019-09-13T13:33:02Z","United Kingdom: Oxford","clinical sample","clinical","PDS000050610.18",1,,"SAMN10222276",,,
"Candida auris","29ebd8ab","""29ebd8ab"",""29ebd8ab-1df4-4e29-b5fc-f9d3f9071662"",""MMMOSAM:29ebd8ab-1df4-4e29-b5fc-f9d3f9071662"",""SRS3895595""",,"PDT000585425.1","2019-09-13T13:33:06Z","United Kingdom: Oxford","clinical sample","clinical","PDS000050610.18",1,,"SAMN10222294",,,
"Candida auris","73eac925","""73eac925"",""73eac925-95b8-43c2-838c-b4d3fd0e0574"",""MMMOSAM:73eac925-95b8-43c2-838c-b4d3fd0e0574"",""SRS3895594""",,"PDT000585426.1","2019-09-13T13:33:06Z","United Kingdom: Oxford","clinical sample","clinical","PDS000050610.18",4,,"SAMN10222273",,,
"Candida auris","c23689e5","""MMMOSAM:c23689e5-3148-4d33-aa7d-5128a22e3163"",""SRS3895593"",""c23689e5"",""c23689e5-3148-4d33-aa7d-5128a22e3163""",,"PDT000585427.1","2019-09-13T13:33:10Z","United Kingdom: Oxford","clinical sample","clinical","PDS000050610.18",10,,"SAMN10222248",,,
"Candida auris","837752ac","""837752ac"",""837752ac-e60b-4141-8a8f-6d436234fbc1"",""MMMOSAM:837752ac-e60b-4141-8a8f-6d436234fbc1"",""SRS3895591""",,"PDT000585428.1","2019-09-13T13:33:12Z","United Kingdom: Oxford","clinical sample","clinical","PDS000050610.18",4,,"SAMN10222267",,,
"Candida auris","d76610dc","""MMMOSAM:d76610dc-bf57-4b0c-ab21-9f6167f2138e"",""SRS3895592"",""d76610dc"",""d76610dc-bf57-4b0c-ab21-9f6167f2138e""",,"PDT000585430.1","2019-09-13T13:33:16Z","United Kingdom: Oxford","clinical sample","clinical","PDS000050610.18",0,,"SAMN10222243",,,
"Candida auris","ef28568f","""MMMOSAM:ef28568f-b2f3-4510-b3db-7775eb007982"",""SRS3895590"",""ef28568f"",""ef28568f-b2f3-4510-b3db-7775eb007982""",,"PDT000585431.1","2019-09-13T13:33:19Z","United Kingdom: Oxford","clinical sample","clinical","PDS000050610.18",1,,"SAMN10222233",,,
"Candida auris","112bf4d7","""112bf4d7"",""112bf4d7-2796-47b3-bf05-fe51fa6e4d0b"",""MMMOSAM:112bf4d7-2796-47b3-bf05-fe51fa6e4d0b"",""SRS3895589""",,"PDT000585432.1","2019-09-13T13:33:22Z","United Kingdom: Oxford","clinical sample","clinical","PDS000050610.18",11,,"SAMN10222301",,,
"Candida auris","015db648","""015db648"",""015db648-6ebb-4a43-acba-c11c01552a6d"",""MMMOSAM:015db648-6ebb-4a43-acba-c11c01552a6d"",""SRS3895584""",,"PDT000585433.1","2019-09-13T13:33:24Z","United Kingdom: Oxford","clinical sample","clinical","PDS000050610.18",7,,"SAMN10222306",,,
"Candida auris","8afd8162","""8afd8162"",""8afd8162-fce4-4632-9d8f-c3c5fbe45d43"",""MMMOSAM:8afd8162-fce4-4632-9d8f-c3c5fbe45d43"",""SRS3895587""",,"PDT000585434.1","2019-09-13T13:33:26Z","United Kingdom: Oxford","clinical sample","clinical","PDS000050610.18",0,,"SAMN10222266",,,
"Candida auris","1ddd9db5","""1ddd9db5"",""1ddd9db5-51cf-4393-b63e-6f86745a6c43"",""MMMOSAM:1ddd9db5-51cf-4393-b63e-6f86745a6c43"",""SRS3895585""",,"PDT000585435.1","2019-09-13T13:33:29Z","United Kingdom: Oxford","clinical sample","clinical","PDS000050610.18",0,,"SAMN10222298",,,
"Candida auris","c0100210","""MMMOSAM:c0100210-b76e-4908-b0b1-8563ab9d9037"",""SRS3895586"",""c0100210"",""c0100210-b76e-4908-b0b1-8563ab9d9037""",,"PDT000585436.1","2019-09-13T13:33:31Z","United Kingdom: Oxford","clinical sample","clinical","PDS000050610.18",3,,"SAMN10222250",,,
"Candida auris","9534ddf6","""9534ddf6"",""9534ddf6-4bb5-425a-8fa8-77bc38dc7991"",""MMMOSAM:9534ddf6-4bb5-425a-8fa8-77bc38dc7991"",""SRS3895582""",,"PDT000585437.1","2019-09-13T13:33:32Z","United Kingdom: Oxford","clinical sample","clinical","PDS000050610.18",2,,"SAMN10222261",,,
"Candida auris","df7a245a","""MMMOSAM:df7a245a-97d9-42d0-ae0f-5d54244801d4"",""SRS3895581"",""df7a245a"",""df7a245a-97d9-42d0-ae0f-5d54244801d4""",,"PDT000585438.1","2019-09-13T13:33:34Z","United Kingdom: Oxford","environmental sample","clinical","PDS000050610.18",0,,"SAMN10222239",,,
"Candida auris","c71b535a","""MMMOSAM:c71b535a-fe74-4e6b-9547-7bf319edb1a9"",""SRS3895580"",""c71b535a"",""c71b535a-fe74-4e6b-9547-7bf319edb1a9""",,"PDT000585439.1","2019-09-13T13:33:37Z","United Kingdom: Oxford","clinical sample","clinical","PDS000050610.18",6,,"SAMN10222246",,,
"Candida auris","5939429a","""5939429a"",""5939429a-6422-47c3-80eb-92482730c6cb"",""MMMOSAM:5939429a-6422-47c3-80eb-92482730c6cb"",""SRS3895583""",,"PDT000585440.1","2019-09-13T13:33:40Z","United Kingdom: Oxford","clinical sample","clinical","PDS000050610.18",1,,"SAMN10222282",,,
"Candida auris","45a123c9","""45a123c9"",""45a123c9-a031-4ffd-982a-eb0e3c5835c7"",""MMMOSAM:45a123c9-a031-4ffd-982a-eb0e3c5835c7"",""SRS3895579""",,"PDT000585442.1","2019-09-13T13:33:44Z","United Kingdom: Oxford","clinical sample","clinical","PDS000050610.18",4,,"SAMN10222286",,,
"Candida auris","71179493","""71179493"",""71179493-ee98-4597-9204-3c227171bd19"",""MMMOSAM:71179493-ee98-4597-9204-3c227171bd19"",""SRS3895576""",,"PDT000585443.1","2019-09-13T13:33:45Z","United Kingdom: Oxford","clinical sample","clinical","PDS000050610.18",1,,"SAMN10222275",,,
"Candida auris","bd55b7f6","""MMMOSAM:bd55b7f6-dbe8-48cb-83bb-60a6157406a4"",""SRS3895574"",""bd55b7f6"",""bd55b7f6-dbe8-48cb-83bb-60a6157406a4""",,"PDT000585444.1","2019-09-13T13:33:45Z","United Kingdom: Oxford","clinical sample","clinical","PDS000050610.18",4,,"SAMN10222253",,,
"Candida auris","dee255d7","""MMMOSAM:dee255d7-a273-4444-ae7c-c7b0fa118997"",""SRS3895577"",""dee255d7"",""dee255d7-a273-4444-ae7c-c7b0fa118997""",,"PDT000585445.1","2019-09-13T13:33:45Z","United Kingdom: Oxford","clinical sample","clinical","PDS000050610.18",3,,"SAMN10222240",,,
"Candida auris","7ad4d665","""7ad4d665"",""7ad4d665-215a-4c13-b1ce-94f3db21f9fc"",""MMMOSAM:7ad4d665-215a-4c13-b1ce-94f3db21f9fc"",""SRS3895575""",,"PDT000585446.1","2019-09-13T13:33:45Z","United Kingdom: Oxford","clinical sample","clinical","PDS000050610.18",5,,"SAMN10222270",,,
"Candida auris","8fda3b08","""8fda3b08"",""8fda3b08-2fdb-4f29-b9da-e294529a5e40"",""MMMOSAM:8fda3b08-2fdb-4f29-b9da-e294529a5e40"",""SRS3895571""",,"PDT000585447.1","2019-09-13T13:33:46Z","United Kingdom: Oxford","clinical sample","clinical","PDS000050610.18",6,,"SAMN10222263",,,
"Candida auris","7676a0e8","""7676a0e8"",""7676a0e8-af81-4c2c-b0a6-f84e02dc2765"",""MMMOSAM:7676a0e8-af81-4c2c-b0a6-f84e02dc2765"",""SRS3895570""",,"PDT000585448.1","2019-09-13T13:33:46Z","United Kingdom: Oxford","clinical sample","clinical","PDS000050610.18",2,,"SAMN10222272",,,
"Candida auris","d8de07f5","""MMMOSAM:d8de07f5-e4cd-47d8-b933-f9a7e6283f02"",""SRS3895569"",""d8de07f5"",""d8de07f5-e4cd-47d8-b933-f9a7e6283f02""",,"PDT000585449.1","2019-09-13T13:33:46Z","United Kingdom: Oxford","environmental sample","clinical","PDS000050610.18",2,,"SAMN10222242",,,
"Candida auris","ef3c6da5","""MMMOSAM:ef3c6da5-1e50-4e7d-a1a7-3b403347dfa6"",""SRS3895572"",""ef3c6da5"",""ef3c6da5-1e50-4e7d-a1a7-3b403347dfa6""",,"PDT000585450.1","2019-09-13T13:33:46Z","United Kingdom: Oxford","clinical sample","clinical","PDS000050610.18",0,,"SAMN10222232",,,
"Candida auris","94d17e80","""94d17e80"",""94d17e80-69a3-441b-b90d-01a5dadb9258"",""MMMOSAM:94d17e80-69a3-441b-b90d-01a5dadb9258"",""SRS3895567""",,"PDT000585451.1","2019-09-13T13:33:47Z","United Kingdom: Oxford","clinical sample","clinical","PDS000050610.18",1,,"SAMN10222262",,,
"Candida auris","38f490e6","""38f490e6"",""38f490e6-8088-450a-af82-2b63b0547120"",""MMMOSAM:38f490e6-8088-450a-af82-2b63b0547120"",""SRS3895568""",,"PDT000585452.1","2019-09-13T13:33:49Z","United Kingdom: Oxford","clinical sample","clinical","PDS000050610.18",3,,"SAMN10222290",,,
"Candida auris","7d57d8ff","""7d57d8ff"",""7d57d8ff-f335-427d-848b-0b46938c2828"",""MMMOSAM:7d57d8ff-f335-427d-848b-0b46938c2828"",""SRS3895566""",,"PDT000585453.1","2019-09-13T13:33:49Z","United Kingdom: Oxford","clinical sample","clinical","PDS000050610.18",1,,"SAMN10222269",,,
"Candida auris","ff4bc014","""MMMOSAM:ff4bc014-6fc5-4d70-87fa-49a59dbb5004"",""SRS3895564"",""ff4bc014"",""ff4bc014-6fc5-4d70-87fa-49a59dbb5004""",,"PDT000585454.1","2019-09-13T13:33:49Z","United Kingdom: Oxford","clinical sample","clinical","PDS000050610.18",1,,"SAMN10222231",,,
"Candida auris","be9e4b5c","""MMMOSAM:be9e4b5c-c637-4eae-ac64-7b2484334295"",""SRS3895565"",""be9e4b5c"",""be9e4b5c-c637-4eae-ac64-7b2484334295""",,"PDT000585455.1","2019-09-13T13:33:50Z","United Kingdom: Oxford","clinical sample","clinical","PDS000050610.18",1,,"SAMN10222251",,,
"Candida auris","0baa611a","""0baa611a"",""0baa611a-4aa0-4b54-8b0f-381dec48dc73"",""MMMOSAM:0baa611a-4aa0-4b54-8b0f-381dec48dc73"",""SRS3895573""",,"PDT000585456.1","2019-09-13T13:33:52Z","United Kingdom: Oxford","clinical sample","clinical","PDS000050610.18",5,,"SAMN10222302",,,
"Candida auris","6b3d821b","""6b3d821b"",""6b3d821b-693b-4424-9d5c-023a247c0e31"",""MMMOSAM:6b3d821b-693b-4424-9d5c-023a247c0e31"",""SRS3895561""",,"PDT000585457.1","2019-09-13T13:33:52Z","United Kingdom: Oxford","clinical sample","clinical","PDS000050610.18",20,,"SAMN10222277",,,
"Candida auris","2c41e521","""2c41e521"",""2c41e521-bc27-40e4-9f67-1eb1442aeda5"",""MMMOSAM:2c41e521-bc27-40e4-9f67-1eb1442aeda5"",""SRS3895558""",,"PDT000585458.1","2019-09-13T13:33:52Z","United Kingdom: Oxford","clinical sample","clinical","PDS000050610.18",4,,"SAMN10222293",,,
"Candida auris","1df8c0f8","""1df8c0f8"",""1df8c0f8-9b08-4804-bf7a-8646331a58e2"",""MMMOSAM:1df8c0f8-9b08-4804-bf7a-8646331a58e2"",""SRS3895560""",,"PDT000585459.1","2019-09-13T13:33:52Z","United Kingdom: Oxford","clinical sample","clinical","PDS000050610.18",4,,"SAMN10222297",,,
"Candida auris","3707bbeb","""3707bbeb"",""3707bbeb-2206-4ff6-983c-70d1276f9a91"",""MMMOSAM:3707bbeb-2206-4ff6-983c-70d1276f9a91"",""SRS3895559""",,"PDT000585460.1","2019-09-13T13:33:52Z","United Kingdom: Oxford","clinical sample","clinical","PDS000050610.18",23,,"SAMN10222291",,,
"Candida auris","bc390223","""MMMOSAM:bc390223-1e88-4ca0-8a30-abcfce6927e0"",""SRS3895557"",""bc390223"",""bc390223-1e88-4ca0-8a30-abcfce6927e0""",,"PDT000585461.1","2019-09-13T13:33:53Z","United Kingdom: Oxford","environmental sample","clinical","PDS000050610.18",0,,"SAMN10222254",,,
"Candida auris","00ca4766","""00ca4766"",""00ca4766-68ae-48fa-912e-3dfc549d3dcc"",""MMMOSAM:00ca4766-68ae-48fa-912e-3dfc549d3dcc"",""SRS3895556""",,"PDT000585462.1","2019-09-13T13:33:53Z","United Kingdom: Oxford","clinical sample","clinical","PDS000050610.18",0,,"SAMN10222307",,,
"Candida auris","8e713eee","""8e713eee"",""8e713eee-2355-4add-8d7d-4786c2969dea"",""MMMOSAM:8e713eee-2355-4add-8d7d-4786c2969dea"",""SRS3895555""",,"PDT000585463.1","2019-09-13T13:33:57Z","United Kingdom: Oxford","clinical sample","clinical","PDS000050610.18",2,,"SAMN10222265",,,
"Candida auris","6455f9ee","""6455f9ee"",""6455f9ee-c6a2-4c9e-9378-ee4172ee21ba"",""MMMOSAM:6455f9ee-c6a2-4c9e-9378-ee4172ee21ba"",""SRS3895554""",,"PDT000585464.1","2019-09-13T13:33:59Z","United Kingdom: Oxford","clinical sample","clinical","PDS000050610.18",1,,"SAMN10222280",,,
"Candida auris","add7c228","""MMMOSAM:add7c228-1ccb-468f-ac3b-920456ff107b"",""SRS3895553"",""add7c228"",""add7c228-1ccb-468f-ac3b-920456ff107b""",,"PDT000585465.1","2019-09-13T13:34:03Z","United Kingdom: Oxford","clinical sample","clinical","PDS000050610.18",2,,"SAMN10222256",,,
"Candida auris","e5d915ad","""MMMOSAM:e5d915ad-99c7-4174-875f-3cb5b8e8fbca"",""SRS3895563"",""e5d915ad"",""e5d915ad-99c7-4174-875f-3cb5b8e8fbca""",,"PDT000585466.1","2019-09-13T13:34:05Z","United Kingdom: Oxford","clinical sample","clinical","PDS000050610.18",7,,"SAMN10222237",,,
"Candida auris","7ee0cf9c","""7ee0cf9c"",""7ee0cf9c-32b1-4d5b-af85-0b75bf29b3b7"",""MMMOSAM:7ee0cf9c-32b1-4d5b-af85-0b75bf29b3b7"",""SRS3895552""",,"PDT000585467.1","2019-09-13T13:34:07Z","United Kingdom: Oxford","clinical sample","clinical","PDS000050610.18",2,,"SAMN10222268",,,
"Candida auris","73a5efef","""73a5efef"",""73a5efef-ee7b-46c3-bd31-ac949490035c"",""MMMOSAM:73a5efef-ee7b-46c3-bd31-ac949490035c"",""SRS3895562""",,"PDT000585468.1","2019-09-13T13:34:10Z","United Kingdom: Oxford","clinical sample","clinical","PDS000050610.18",0,,"SAMN10222274",,,
"Candida auris","9ad40612","""9ad40612"",""9ad40612-52de-45ce-8910-3df33f87759b"",""MMMOSAM:9ad40612-52de-45ce-8910-3df33f87759b"",""SRS3895551""",,"PDT000585469.1","2019-09-13T13:34:14Z","United Kingdom: Oxford","clinical sample","clinical","PDS000050610.18",2,,"SAMN10222259",,,
"Candida auris","9be9119e","""9be9119e"",""9be9119e-c0ac-447f-8f75-555f72576e6a"",""MMMOSAM:9be9119e-c0ac-447f-8f75-555f72576e6a"",""SRS3895550""",,"PDT000585470.1","2019-09-13T13:34:16Z","United Kingdom: Oxford","clinical sample","clinical","PDS000050610.18",2,,"SAMN10222258",,,
"Candida auris","5353e0a5","""5353e0a5"",""5353e0a5-6bc1-4c76-bef0-86f0fb421204"",""MMMOSAM:5353e0a5-6bc1-4c76-bef0-86f0fb421204"",""SRS3895548""",,"PDT000585471.1","2019-09-13T13:34:16Z","United Kingdom: Oxford","environmental sample","clinical","PDS000050610.18",0,,"SAMN10222283",,,
"Candida auris","a9056c9e","""MMMOSAM:a9056c9e-36e3-4f4a-bdf1-a639a2e506d9"",""SRS3895549"",""a9056c9e"",""a9056c9e-36e3-4f4a-bdf1-a639a2e506d9""",,"PDT000585472.1","2019-09-13T13:34:20Z","United Kingdom: Oxford","clinical sample","clinical","PDS000050610.18",4,,"SAMN10222257",,,
"Candida auris","cf851e72","""MMMOSAM:cf851e72-3dc8-4089-8ccc-c0b306093f93"",""SRS3895544"",""cf851e72"",""cf851e72-3dc8-4089-8ccc-c0b306093f93""",,"PDT000585475.1","2019-09-13T13:34:26Z","United Kingdom: Oxford","clinical sample","clinical","PDS000050610.18",2,,"SAMN10222245",,,
"Candida auris","9896aa10","""9896aa10"",""9896aa10-152c-4873-bdbe-098d935579ec"",""MMMOSAM:9896aa10-152c-4873-bdbe-098d935579ec"",""SRS3895545""",,"PDT000585476.1","2019-09-13T13:34:29Z","United Kingdom: Oxford","clinical sample","clinical","PDS000050610.18",0,,"SAMN10222260",,,
"Candida auris","31d909b2","""31d909b2"",""31d909b2-f100-45f3-9250-4f24a195dd03"",""MMMOSAM:31d909b2-f100-45f3-9250-4f24a195dd03"",""SRS3895542""",,"PDT000585477.1","2019-09-13T13:34:29Z","United Kingdom: Oxford","clinical sample","clinical","PDS000050610.18",6,,"SAMN10222292",,,
"Candida auris","baf4dd9e","""MMMOSAM:baf4dd9e-f25d-4c9c-8b21-03b09c5f3e3a"",""SRS3895538"",""baf4dd9e"",""baf4dd9e-f25d-4c9c-8b21-03b09c5f3e3a""",,"PDT000585478.1","2019-09-13T13:34:29Z","United Kingdom: Oxford","clinical sample","clinical","PDS000050610.18",14,,"SAMN10222255",,,
"Candida auris","417a7f10","""417a7f10"",""417a7f10-6e3b-4115-8ac2-cefbb563d0a6"",""MMMOSAM:417a7f10-6e3b-4115-8ac2-cefbb563d0a6"",""SRS3895541""",,"PDT000585479.1","2019-09-13T13:34:29Z","United Kingdom: Oxford","environmental sample","clinical","PDS000050610.18",2,,"SAMN10222288",,,
"Candida auris","51c54d83","""51c54d83"",""51c54d83-9d12-42f9-bbe7-686cedbc5dd0"",""MMMOSAM:51c54d83-9d12-42f9-bbe7-686cedbc5dd0"",""SRS3895543""",,"PDT000585480.1","2019-09-13T13:34:30Z","United Kingdom: Oxford","environmental sample","clinical","PDS000050610.18",0,,"SAMN10222285",,,
"Candida auris","2332aefc","""2332aefc"",""2332aefc-94f1-4a73-bd46-3bf4be1457ce"",""MMMOSAM:2332aefc-94f1-4a73-bd46-3bf4be1457ce"",""SRS3895540""",,"PDT000585481.1","2019-09-13T13:34:34Z","United Kingdom: Oxford","clinical sample","clinical","PDS000050610.18",4,,"SAMN10222296",,,
"Candida auris","d3c92e9a","""MMMOSAM:d3c92e9a-bc33-466e-9005-6fdb859fd84b"",""SRS3895539"",""d3c92e9a"",""d3c92e9a-bc33-466e-9005-6fdb859fd84b""",,"PDT000585482.1","2019-09-13T13:34:36Z","United Kingdom: Oxford","clinical sample","clinical","PDS000050610.18",4,,"SAMN10222244",,,
"Candida auris","eee58a72","""MMMOSAM:eee58a72-4bd7-4eda-9167-8e2e9e0014b0"",""SRS3895537"",""eee58a72"",""eee58a72-4bd7-4eda-9167-8e2e9e0014b0""",,"PDT000585483.1","2019-09-13T13:34:40Z","United Kingdom: Oxford","clinical sample","clinical","PDS000050610.18",7,,"SAMN10222234",,,
"Candida auris","ec225732","""MMMOSAM:ec225732-581e-4f55-8f22-82615124d074"",""SRS3895536"",""ec225732"",""ec225732-581e-4f55-8f22-82615124d074""",,"PDT000585484.1","2019-09-13T13:34:42Z","United Kingdom: Oxford","clinical sample","clinical","PDS000050610.18",0,,"SAMN10222235",,,
"Candida auris","5cdf1c55","""5cdf1c55"",""5cdf1c55-4dcb-4a78-a707-b8c87bb405fa"",""MMMOSAM:5cdf1c55-4dcb-4a78-a707-b8c87bb405fa"",""SRS3895534""",,"PDT000585485.1","2019-09-13T13:34:44Z","United Kingdom: Oxford","clinical sample","clinical","PDS000050610.18",0,,"SAMN10222281",,,
"Candida auris","e15b3d34","""MMMOSAM:e15b3d34-74ea-45b3-8f7d-1b2fa5e223fc"",""SRS3895535"",""e15b3d34"",""e15b3d34-74ea-45b3-8f7d-1b2fa5e223fc""",,"PDT000585486.1","2019-09-13T13:34:46Z","United Kingdom: Oxford","clinical sample","clinical","PDS000050610.18",3,,"SAMN10222238",,,
"Candida auris","5346988c","""5346988c"",""5346988c-550e-42ff-9dd4-b0250389cda2"",""MMMOSAM:5346988c-550e-42ff-9dd4-b0250389cda2"",""SRS3895533""",,"PDT000585487.1","2019-09-13T13:34:46Z","United Kingdom: Oxford","clinical sample","clinical","PDS000050610.18",0,,"SAMN10222284",,,
"Candida auris","bd9754c8","""MMMOSAM:bd9754c8-9a8f-4c1d-bb61-9d726fcdbc8b"",""SRS3895531"",""bd9754c8"",""bd9754c8-9a8f-4c1d-bb61-9d726fcdbc8b""",,"PDT000585488.1","2019-09-13T13:34:47Z","United Kingdom: Oxford","clinical sample","clinical","PDS000050610.18",1,,"SAMN10222252",,,
"Candida auris","05d95077","""05d95077"",""05d95077-5a28-4050-87f6-9743ffdccfa6"",""MMMOSAM:05d95077-5a28-4050-87f6-9743ffdccfa6"",""SRS3895532""",,"PDT000585489.1","2019-09-13T13:34:49Z","United Kingdom: Oxford","clinical sample","clinical","PDS000050610.18",0,,"SAMN10222304",,,
"Candida auris","e67f27e8","""MMMOSAM:e67f27e8-b658-421f-99a4-be9f962a72ac"",""SRS3895528"",""e67f27e8"",""e67f27e8-b658-421f-99a4-be9f962a72ac""",,"PDT000585490.1","2019-09-13T13:34:49Z","United Kingdom: Oxford","clinical sample","clinical","PDS000050610.18",1,,"SAMN10222236",,,
"Candida auris","2532dbd9","""2532dbd9"",""2532dbd9-dfb8-46e0-b92f-47904280638d"",""MMMOSAM:2532dbd9-dfb8-46e0-b92f-47904280638d"",""SRS3895530""",,"PDT000585491.1","2019-09-13T13:34:51Z","United Kingdom: Oxford","clinical sample","clinical","PDS000050610.18",2,,"SAMN10222295",,,
"Candida auris","43b4a960","""43b4a960"",""43b4a960-2819-482a-b9d4-47e7153a106e"",""MMMOSAM:43b4a960-2819-482a-b9d4-47e7153a106e"",""SRS3895529""",,"PDT000585492.1","2019-09-13T13:34:53Z","United Kingdom: Oxford","clinical sample","clinical","PDS000050610.18",1,,"SAMN10222287",,,
"Candida auris","1489785f","""1489785f"",""1489785f-dd32-4888-92c2-8305ccd4202a"",""MMMOSAM:1489785f-dd32-4888-92c2-8305ccd4202a"",""SRS3895527""",,"PDT000585493.1","2019-09-13T13:34:55Z","United Kingdom: Oxford","clinical sample","clinical","PDS000050610.18",3,,"SAMN10222300",,,
"Candida auris","c6aca106","""MMMOSAM:c6aca106-e27b-47c3-b26d-0f98af913882"",""SRS3895526"",""c6aca106"",""c6aca106-e27b-47c3-b26d-0f98af913882""",,"PDT000585494.1","2019-09-13T13:34:56Z","United Kingdom: Oxford","clinical sample","clinical","PDS000050610.18",9,,"SAMN10222247",,,
"Candida auris","67f92200","""67f92200"",""67f92200-d5b8-43a7-8aa9-03afdcdcf12c"",""MMMOSAM:67f92200-d5b8-43a7-8aa9-03afdcdcf12c"",""SRS3895525""",,"PDT000585495.1","2019-09-13T13:34:58Z","United Kingdom: Oxford","clinical sample","clinical","PDS000050610.18",4,,"SAMN10222279",,,
"Candida auris","B11221","""B11221"",""CDC_B11221"",""SRS1558414""",,"PDT000587470.1","2017-11-15T16:02:25Z","South Africa","blood","clinical","PDS000050610.18",1,,"SAMN05379609","GCA_002775015.1",,
"Candida auris",,"""B16424"",""SRS5663030""",,"PDT000766855.1","2020-06-15T22:13:38Z","Kenya","blood","clinical","PDS000050610.18",0,,"SAMN13294106",,,
"Candida auris",,"""B16419"",""SRS5663027""",,"PDT000766858.1","2020-06-15T22:13:39Z","Kenya","blood","clinical","PDS000050610.18",4,,"SAMN13294109",,,
"Candida auris",,"""B16417"",""SRS5663026""",,"PDT000766859.1","2020-06-15T22:13:39Z","Kenya","blood","clinical","PDS000050610.18",10,,"SAMN13294110",,,
"Candida auris",,"""B16415"",""SRS5663025""",,"PDT000766860.1","2020-06-15T22:13:40Z","Kenya","blood","clinical","PDS000050610.18",0,,"SAMN13294111",,,
"Candida auris",,"""B16410"",""SRS5663024""",,"PDT000766861.1","2020-06-15T22:13:40Z","Kenya","blood","clinical","PDS000050610.18",1,,"SAMN13294112",,,
"Candida auris",,"""B16406"",""SRS5663023""",,"PDT000766862.1","2020-06-15T22:13:40Z","Kenya","urine","clinical","PDS000050610.18",10,,"SAMN13294113",,,
"Candida auris",,"""B16404"",""SRS5663022""",,"PDT000766863.1","2020-06-15T22:13:40Z","Kenya","urine","clinical","PDS000050610.18",3,,"SAMN13294114",,,
"Candida auris",,"""B16519"",""SRS5662968""",,"PDT000766922.1","2020-06-15T22:13:56Z","Kenya","blood","clinical","PDS000050610.18",5,,"SAMN13294067",,,
"Candida auris",,"""B16514"",""SRS5662967""",,"PDT000766924.1","2020-06-15T22:13:57Z","Kenya","blood","clinical","PDS000050610.18",1,,"SAMN13294068",,,
"Candida auris",,"""B16432"",""SRS5962034""",,"PDT000766928.1","2020-06-15T22:13:58Z","Kenya","blood","clinical","PDS000050610.18",3,,"SAMN13763237",,,
"Candida auris",,"""B16507"",""SRS5662963""",,"PDT000766929.1","2020-06-15T22:13:58Z","Kenya","blood","clinical","PDS000050610.18",4,,"SAMN13294072",,,
"Candida auris",,"""B16504"",""SRS5662962""",,"PDT000766930.1","2020-06-15T22:13:59Z","Kenya","urine","clinical","PDS000050610.18",1,,"SAMN13294073",,,
"Candida auris",,"""B16496"",""SRS5662960""",,"PDT000766932.1","2020-06-15T22:13:59Z","Kenya","blood","clinical","PDS000050610.18",0,,"SAMN13294075",,,
"Candida auris",,"""B16491"",""SRS5662959""",,"PDT000766933.1","2020-06-15T22:13:59Z","Kenya","urine","clinical","PDS000050610.18",3,,"SAMN13294076",,,
"Candida auris",,"""B16485"",""SRS5662956""",,"PDT000766936.1","2020-06-15T22:14:00Z","Kenya","blood","clinical","PDS000050610.18",13,,"SAMN13294079",,,
"Candida auris",,"""B16484"",""SRS5662955""",,"PDT000766937.1","2020-06-15T22:14:00Z","Kenya","urine","clinical","PDS000050610.18",6,,"SAMN13294080",,,
"Candida auris",,"""B16482"",""SRS5662954""",,"PDT000766938.1","2020-06-15T22:14:01Z","Kenya","blood","clinical","PDS000050610.18",4,,"SAMN13294081",,,
"Candida auris",,"""B16481"",""SRS5662953""",,"PDT000766939.1","2020-06-15T22:14:01Z","Kenya","blood","clinical","PDS000050610.18",9,,"SAMN13294082",,,
"Candida auris",,"""B16473"",""SRS5662950""",,"PDT000766942.1","2020-06-15T22:14:02Z","Kenya","PLEURAL","clinical","PDS000050610.18",6,,"SAMN13294085",,,
"Candida auris",,"""B16469"",""SRS5662948""",,"PDT000766944.1","2020-06-15T22:14:02Z","Kenya","blood","clinical","PDS000050610.18",1,,"SAMN13294087",,,
"Candida auris",,"""B16467"",""SRS5662947""",,"PDT000766945.1","2020-06-15T22:14:03Z","Kenya","blood","clinical","PDS000050610.18",1,,"SAMN13294088",,,
"Candida auris",,"""B16466"",""SRS5662946""",,"PDT000766946.1","2020-06-15T22:14:03Z","Kenya","blood","clinical","PDS000050610.18",5,,"SAMN13294089",,,
